Code,Price,24hr Price Change,24hr % Change,24hr Low,24hr High,24hr Trading Volume,24hr Trading Volume % Change,Market Dominance,Market Rank,Market Cap,Fully Diluted Market Cap,Yesterday Low,Yesterday High,Yesterday Open,Yesterday Close,Yesterday Volume,7 Day Low,7 Day High,30 Day Low,30 Day High,90 Day Low,90 Day High,52 Week Low,52 Week High,All Time High,All Time High %,All Time Low,All Time Low %,Return on Investment,Cirulating Supply,Total Supply,Max Supply,About,Link
AET,$0.02654,$0.002587,10.80%,$0.01001,$0.02757,$6.34,1584.46%,,,,,$0.01003,$0.02807,$0.02779,$0.01003,$0.1100,$0.007738,$0.06080,$0.002093,$0.06080,$0.002093,$0.06372,$0.0005083,$0.3122,$0.5019,94.71%,$0.0008412,3054.89%,51.74%,No Data,"500,000 AET",No Data,"The live Aerotoken price today is $0.026538 USD with a 24-hour trading volume of $6.34 USD. Aerotoken is up 10.80% in the last 24 hours. The current CoinMarketCap ranking is #3741, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.The top exchanges for trading in Aerotoken are currently Cat.Ex, Mercatox, and Crex24. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/aerotoken/
DFGL,$2.99,$-0.009602,0.32%,$2.99,$3.00,$6.22,21.87%,,,,,$1.15,$3.00,$1.15,$2.99,$6.23,$1.15,$3.62,$1.15,$7.20,$0.7224,$7.20,$0.1468,$50.02,$50.02,94.02%,$0.1468,1938.64%,,No Data,No Data,No Data,"The live DeFi Gold price today is $2.99 USD with a 24-hour trading volume of $6.22 USD. DeFi Gold is down 0.32% in the last 24 hours. The current CoinMarketCap ranking is #3743, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.The top exchanges for trading in DeFi Gold are currently ProBit Exchange, Hotbit, and Bamboo Relay. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/defi-gold/
PFE,$34.11,$0.3700,1.10%,$33.55,$34.11,$15.89,85.11%,,,,,$33.55,$33.88,$33.77,$33.60,$6.76,$33.39,$34.11,$33.39,$37.86,$33.39,$43.49,$33.39,$43.49,$43.49,21.57%,$33.39,2.16%,,No Data,No Data,No Data,"The live Pfizer tokenized stock FTX price today is $34.11 USD with a 24-hour trading volume of $15.89 USD. Pfizer tokenized stock FTX is up 1.10% in the last 24 hours. The current CoinMarketCap ranking is #3724, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/pfizer-tokenized-stock-ftx/
SCH,$0.002058,$-0.0002033,8.99%,$0.002040,$0.002575,$0.4396,92.66%,,,,,$0.002130,$0.002721,$0.002683,$0.002254,$5.21,$0.001859,$0.003117,$0.001859,$0.004218,$0.0006453,$0.004218,$0.0003521,$0.004218,$0.004218,51.22%,$0.0003521,484.31%,16.8%,No Data,"200,000,000 SCH","200,000,000 SCH","The live Schilling-Coin price today is $0.002058 USD with a 24-hour trading volume of $0.439615 USD. Schilling-Coin is down 8.99% in the last 24 hours. The current CoinMarketCap ranking is #3776, with a live market cap of not available. The circulating supply is not available and a max. supply of 200,000,000 SCH coins.",https://coinmarketcap.com/currencies/schilling-coin/
WLB,$0.5750,$0.0003327,0.06%,$0.5745,$0.5780,$5.44,0.06%,,,,,$0.5737,$0.5868,$0.5788,$0.5749,$5.45,$0.5728,$0.5868,$0.5728,$0.5896,$0.5728,$0.5991,$0.02491,$0.6557,$0.6557,12.31%,$0.02491,2207.88%,11.55%,No Data,"88,000,000 WLB","88,000,000 WLB","The live Wallabee price today is $0.574983 USD with a 24-hour trading volume of $5.44 USD. Wallabee is up 0.06% in the last 24 hours. The current CoinMarketCap ranking is #3744, with a live market cap of not available. The circulating supply is not available and a max. supply of 88,000,000 WLB coins.",https://coinmarketcap.com/currencies/wallabee/
BPT,$0.1883,$0.01198,6.79%,$0.1373,$0.1933,$5.27,46.58%,,,,,$0.1738,$0.1845,$0.1826,$0.1780,$9.97,$0.1286,$0.1974,$0.009300,$0.2760,$0.009300,$0.2760,$0.005160,$0.3936,$0.3936,52.15%,$0.005160,3549.64%,771.31%,No Data,"8,000,000,000 BPT","8,000,000,000 BPT","The live Bitpayer Token price today is $0.188338 USD with a 24-hour trading volume of $5.27 USD. Bitpayer Token is up 6.79% in the last 24 hours. The current CoinMarketCap ranking is #3745, with a live market cap of not available. The circulating supply is not available and a max. supply of 8,000,000,000 BPT coins.",https://coinmarketcap.com/currencies/bitpayer-token/
CIPX,$0.000001511,<$0.00000001,0.01%,$0.000001510,$0.000001510,$4.88,4.46%,,,,,$0.000001510,$0.000001510,$0.000001510,$0.000001510,$4.98,$0.000001510,$0.000001510,$0.000001510,$0.000001510,$0.000001050,$0.000002650,$0.0000004500,$0.000006930,$0.003945,99.96%,$0.0000004500,235.77%,99.94%,No Data,"1,838,477,280 CIPX",No Data,"The live Colletrix price today is $0.000002 USD with a 24-hour trading volume of $4.88 USD. Colletrix is up 0.01% in the last 24 hours. The current CoinMarketCap ranking is #3747, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.The top exchange for trading in Colletrix is currently Bitsdaq. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/colletrix/
BTCT,$0.0001028,$0.000006960,7.26%,$0.00009446,$0.0001051,$4.87,94.93%,,,,,$0.00009446,$0.0001003,$0.00009926,$0.00009675,No Data,$0.00004445,$0.0001051,$0.00003457,$0.0003438,$0.00003092,$0.0003439,$0.00002833,$0.09244,$0.09244,99.89%,$0.00002833,262.74%,98.1%,No Data,"100,000,000 BTCT","100,000,000 BTCT","The live Bitcoin True price today is $0.000103 USD with a 24-hour trading volume of $4.87 USD. Bitcoin True is up 7.26% in the last 24 hours. The current CoinMarketCap ranking is #3746, with a live market cap of not available. The circulating supply is not available and a max. supply of 100,000,000 BTCT coins.",https://coinmarketcap.com/currencies/bitcoin-true/
NYB,$0.009735,$0.00008507,0.88%,$0.008768,$0.009902,$4.78,886.11%,,,,,$0.008768,$0.01013,$0.009388,$0.008951,$1.26,$0.0002721,$0.05376,$0.0002669,$0.1803,$0.0002669,$0.1803,$0.0002131,$0.2429,$0.2431,96.00%,$0.0002131,4468.31%,89.25%,No Data,"210,000,000 NYB","210,000,000 NYB","The live New Year Bull price today is $0.009735 USD with a 24-hour trading volume of $4.78 USD. New Year Bull is up 0.88% in the last 24 hours. The current CoinMarketCap ranking is #3749, with a live market cap of not available. The circulating supply is not available and a max. supply of 210,000,000 NYB coins.The top exchanges for trading in New Year Bull are currently Uniswap (V2), Mercatox, and Crex24. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/new-year-bull/
AUR,$0.2015,$-0.0007355,0.36%,$0.2009,$0.2031,$4.23,95.03%,,,,,$0.1997,$0.2028,$0.2007,$0.2026,$85.30,$0.1997,$0.2166,$0.1048,$0.2166,$0.06455,$0.2166,$0.04441,$0.2166,$97.84,99.79%,$0.005645,3470.36%,93.72%,No Data,"18,078,320 AUR","21,000,000 AUR","The live Auroracoin price today is $0.201549 USD with a 24-hour trading volume of $4.23 USD. Auroracoin is down 0.36% in the last 24 hours. The current CoinMarketCap ranking is #3750, with a live market cap of not available. The circulating supply is not available and a max. supply of 21,000,000 AUR coins.The top exchanges for trading in Auroracoin are currently YoBit, and ISX. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/auroracoin/
KSS,$0.001011,$0.0000001273,0.01%,$0.001010,$0.001011,$3.29,14.41%,,,,,$0.001010,$0.001011,$0.001010,$0.001011,$3.75,$0.001009,$0.001012,$0,$0.001012,$0,$0.001012,$0,$0.001012,,,,,26.17%,No Data,"25,100,000,000 KSS","25,100,000,000 KSS","The live Krosscoin price today is $0.001011 USD with a 24-hour trading volume of $3.29 USD. Krosscoin is up 0.01% in the last 24 hours. The current CoinMarketCap ranking is #3752, with a live market cap of not available. The circulating supply is not available and a max. supply of 25,100,000,000 KSS coins.",https://coinmarketcap.com/currencies/krosscoin/
SAPP,$0.00001625,$0.000001076,7.09%,$0.00001462,$0.00001650,,,,,,,$0.00001462,$0.00001598,$0.00001565,$0.00001493,No Data,$0.00001300,$0.00001670,$0.00001300,$0.00002036,$0.000005330,$0.00002036,$0.000004740,$0.00006290,$0.00006290,74.17%,$0.000004740,242.78%,34.81%,No Data,"500,000,000,000 SAPP","500,000,000,000 SAPP","The live SappChain price today is $0.000016 USD with a 24-hour trading volume of $3.24 USD. SappChain is up 7.09% in the last 24 hours. The current CoinMarketCap ranking is #3753, with a live market cap of not available. The circulating supply is not available and a max. supply of 500,000,000,000 SAPP coins.",https://coinmarketcap.com/currencies/sappchain/
OBIC,$0.2095,$0.06314,43.15%,$0.1443,$0.4098,$2.65,83.06%,,,,,$0.1443,$0.1531,$0.1517,$0.1478,No Data,$0.1288,$0.4098,$0.05919,$0.4098,$0.04702,$0.4098,$0.002356,$6.69,$6.69,96.87%,$0.002356,8791.99%,93.27%,No Data,"20,000,000 OBIC","20,000,000 OBIC","The live OBIC price today is $0.209452 USD with a 24-hour trading volume of $2.65 USD. OBIC is up 43.15% in the last 24 hours. The current CoinMarketCap ranking is #3757, with a live market cap of not available. The circulating supply is not available and a max. supply of 20,000,000 OBIC coins.",https://coinmarketcap.com/currencies/obic/
SAVE,$0.003002,$0.0007007,30.45%,$0.002301,$0.003003,$3.00,81.91%,,,,,$0.002301,$0.002302,$0.002301,$0.002302,$16.61,$0.002301,$0.004005,$0.002199,$0.004005,$0.001690,$0.004714,$0.001690,$0.008580,$0.008580,65.01%,$0.001690,77.66%,60.54%,No Data,"1,000,000,000 SAVE",No Data,"The live SaveToken price today is $0.003002 USD with a 24-hour trading volume of $3.00 USD. SaveToken is up 30.45% in the last 24 hours. The current CoinMarketCap ranking is #3754, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/savetoken/
B1P,$0.003329,$0.00005526,1.69%,$0.002516,$0.003929,$2.27,13.78%,,,,,$0.001065,$0.003557,$0.001101,$0.003330,$1.91,$0.001065,$0.005150,$0.0003749,$0.005757,$0.0003228,$0.005757,$0.0003228,$0.006606,$0.006606,49.60%,$0.0003228,931.15%,31.72%,No Data,"21,000,000 B1P","21,000,000 B1P","The live B ONE PAYMENT price today is $0.003329 USD with a 24-hour trading volume of $2.27 USD. B ONE PAYMENT is up 1.69% in the last 24 hours. The current CoinMarketCap ranking is #3757, with a live market cap of not available. The circulating supply is not available and a max. supply of 21,000,000 B1P coins.The top exchanges for trading in B ONE PAYMENT are currently Finexbox, Crex24, and SatoExchange. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/b-one-payment/
JNTR,$0.1300,$0.004316,3.43%,$0,$0.1338,$21.74,24.40%,,,,,$0.1199,$0.1384,$0.1335,$0.1256,No Data,$0,$0.1384,$0,$0.1867,$0,$0.4960,$0,$0.5655,,,,,,No Data,"11,927,277,883 JNTR",No Data,"The live Jointer price today is $0.130031 USD with a 24-hour trading volume of $21.74 USD. Jointer is up 3.43% in the last 24 hours. The current CoinMarketCap ranking is #3708, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.The top exchange for trading in Jointer is currently STEX. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/jointer/
NST,$0.02215,$0.01397,170.63%,$0.005617,$0.02307,$2.17,98.35%,,,,,$0.005667,$0.01034,$0.008841,$0.005820,$0.6000,$0.001610,$0.02307,$0.001610,$0.2045,$0.001263,$0.2045,$0.001148,$0.2045,$0.2045,89.17%,$0.001148,1828.65%,76.07%,No Data,"15,000,000 NST",No Data,"The live Newsolution price today is $0.022150 USD with a 24-hour trading volume of $2.17 USD. Newsolution is up 170.63% in the last 24 hours. The current CoinMarketCap ranking is #3759, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.The top exchanges for trading in Newsolution are currently VinDAX, BankCEX, and Crex24. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/newsolution/
WING,$0.001332,$0.00008751,7.03%,$0.001199,$0.001386,,,,,,,$0.001199,$0.001310,$0.001283,$0.001224,No Data,$0.001063,$0.001386,$0.0004823,$0.007089,$0.0001401,$0.007089,$0.0001401,$0.1136,$0.1136,98.83%,$0.0001401,850.64%,98.7%,No Data,"10,000,000 WING",No Data,"The live WingShop price today is $0.001332 USD with a 24-hour trading volume of $2.15 USD. WingShop is up 7.03% in the last 24 hours. The current CoinMarketCap ranking is #3760, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/wingshop/
MAG,$0.00005123,$0.000003321,6.93%,$0.00004723,$0.00005254,$2.05,6.85%,,,,,$0.00004723,$0.0002657,$0.0002631,$0.00004837,$1.95,$0.00004723,$0.0002753,$0,$0.0003535,$0,$0.0003535,$0,$0.0003894,,,,,99.9%,No Data,"3,200,000,000 MAG",No Data,"The live Maggie price today is $0.000051 USD with a 24-hour trading volume of $2.05 USD. Maggie is up 6.93% in the last 24 hours. The current CoinMarketCap ranking is #3761, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/maggie/
MINT,$0.0002561,$0.00006451,33.67%,$0.0001889,$0.0003074,$44.17,78.67%,,,,,$0.0001889,$0.0004511,$0.0004467,$0.0001935,$98.07,$0.00009787,$0.0005247,$0.00003632,$0.0005742,$0.00002895,$0.0005742,$0.00002705,$0.0005742,$0.003846,93.34%,$0.000001690,15055.93%,930.08%,No Data,"24,947,260,808 MINT",No Data,"The live MintCoin price today is $0.000256 USD with a 24-hour trading volume of $44.17 USD. MintCoin is up 33.67% in the last 24 hours. The current CoinMarketCap ranking is #3673, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/mintcoin/
LPS,$0.001680,$0.0000008555,0.05%,$0.001678,$0.001688,$1.62,0.09%,,,,,$0.001676,$0.001714,$0.001691,$0.001680,$1.63,$0.001673,$0.001714,$0.001673,$0.001722,$0.001281,$0.001763,$0.0006747,$0.001779,$0.001779,5.62%,$0.0006747,148.93%,21.65%,No Data,No Data,"500,000,000 LPS","The live Lapis Chain price today is $0.001680 USD with a 24-hour trading volume of $1.62 USD. Lapis Chain is up 0.05% in the last 24 hours. The current CoinMarketCap ranking is #3764, with a live market cap of not available. The circulating supply is not available and a max. supply of 500,000,000 LPS coins.",https://coinmarketcap.com/currencies/lapis-chain/
YUKI,$0.00001625,$-0.0002307,93.42%,$0.00001555,$0.0002550,,,,,,,$0.0002435,$0.0002586,$0.0002561,$0.0002493,No Data,$0.00001555,$0.0002681,$0.00001416,$0.0005657,$0.000006340,$0.0005657,$0.000001220,$0.0005657,$0.0005657,97.13%,$0.000001220,1231.94%,74%,No Data,"20,000,000,000 YUKI",No Data,"The live YUKI price today is $0.000016 USD with a 24-hour trading volume of $1.62 USD. YUKI is down 93.42% in the last 24 hours. The current CoinMarketCap ranking is #3763, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/yuki/
RES,$0.0007004,$0.0003002,75.02%,$0.0004001,$0.0007006,,,,,,,$0.0004001,$0.0004004,$0.0004002,$0.0004004,No Data,$0.0004000,$0.001801,$0.0003491,$0.002903,$0.0003491,$0.002903,$0.0003491,$0.004089,$0.004089,82.87%,$0.0003491,100.65%,81.57%,No Data,No Data,No Data,"The live Resistance price today is $0.000700 USD with a 24-hour trading volume of $1.30 USD. Resistance is up 75.02% in the last 24 hours. The current CoinMarketCap ranking is #3766, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.The top exchanges for trading in Resistance are currently Bibox, and LATOKEN. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/resistance/
SAL,$0.1240,$-6.17,98.03%,$0.1148,$6.30,,,,,,,$0.1148,$6.30,$6.29,$0.1177,$14.66,$0.1025,$6.31,$0.08637,$6.31,$0.05135,$6.31,$0.04233,$260.17,$260.17,99.95%,$0.04233,192.85%,99.94%,No Data,"1,000,000 SAL","500,000,000 SAL","The live SalmonSwap price today is $0.123955 USD with a 24-hour trading volume of $1.23 USD. SalmonSwap is down 98.03% in the last 24 hours. The current CoinMarketCap ranking is #3766, with a live market cap of not available. The circulating supply is not available and a max. supply of 500,000,000 SAL coins.The top exchanges for trading in SalmonSwap are currently Gate.io, Poloniex, and JustSwap. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/salmonswap/
BFF,$0.03340,$0.001303,4.06%,$0.03117,$0.03452,$0.9726,39.39%,,,,,$0.03117,$0.03328,$0.03227,$0.03193,$1.63,$0.03117,$0.04416,$0.02177,$0.06457,$0.002359,$0.1650,$0.002359,$2.85,$2.85,98.83%,$0.002359,1315.87%,97.59%,No Data,"1,000,000,000 BFF",No Data,"The live Bitcoffeen price today is $0.033399 USD with a 24-hour trading volume of $0.972572 USD. Bitcoffeen is up 4.06% in the last 24 hours. The current CoinMarketCap ranking is #3768, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/bitcoffeen/
ROS,$0.005172,$0.000003308,0.06%,$0.005167,$0.005199,$0.9313,0.10%,,,,,$0.005160,$0.005279,$0.005279,$0.005172,$0.9400,$0.005153,$0.005279,$0.005153,$0.005304,$0.005153,$0.005429,$0.004941,$0.01236,$0.01236,58.14%,$0.004941,4.67%,55.12%,No Data,"1,000,000,000 ROS","5,000,000,000 ROS","The live ROS Coin price today is $0.005172 USD with a 24-hour trading volume of $0.931263 USD. ROS Coin is up 0.06% in the last 24 hours. The current CoinMarketCap ranking is #3770, with a live market cap of not available. The circulating supply is not available and a max. supply of 5,000,000,000 ROS coins.The top exchange for trading in ROS Coin is currently ChainX. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/ros-coin/
VLU,$0.0005123,$0.00003333,6.96%,$0.0005095,$0.001051,$0.8841,1767.58%,,,,,$0.0004742,$0.001003,$0.0004965,$0.0009675,$0.2900,$0.0004327,$0.001051,$0.0003345,$0.001715,$0.0002931,$0.002296,$0.00009713,$0.002296,$0.01282,96.00%,$0.00009713,427.41%,90.49%,No Data,"62,964,625 VLU","133,000,007 VLU","The live Valuto price today is $0.000512 USD with a 24-hour trading volume of $0.884102 USD. Valuto is up 6.96% in the last 24 hours. The current CoinMarketCap ranking is #3771, with a live market cap of not available. The circulating supply is not available and a max. supply of 133,000,007 VLU coins.",https://coinmarketcap.com/currencies/valuto/
